Row_ID,Application,Device,Launch_Year,Domain,Developer_comapny,Indian_Sales,China_Sales,Korea_Sales,Other_Sales,Global_Sales,ScorebyCritic,No_ofCritics,ScorebyUser,No_ofUsers,Developer,Overall_Rating
12401,Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,0.06,0,0.06,,,,,,
12402,Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06,,,tbd,,"Treyarch, Infinity Ward",M
12403,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12404,Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0,0,0,0.06,65,24,tbd,,Bullets,E
12405,FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,
12406,Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12407,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
12408,Satisfashion,DS,2010,Misc,Destineer,0.05,0,0,0,0.06,,,,,,
12409,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06,,,tbd,,Magic Pockets,E
12410,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0,0.06,,,,,,
12411,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.05,0,0,0,0.06,,,,,,
12412,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12413,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12414,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
12415,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06,,,,,,
12416,Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12417,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,Artoon,M
12418,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
12419,BlazBlue Central Fiction,PS3,2016,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,,,tbd,,Arc System Works,T
12420,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9,"Orbital Media, Inc.",E
12421,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,7.9,9,Sony Bend,T
12422,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0,0,0.06,,,,,,
12423,Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06,53,5,tbd,,"Left Field Productions, Zoo Games",E10+
12424,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,0.06,,,,,,
12425,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.06,60,14,8.4,50,Krome Studios,
12426,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0,0.06,,,,,,
12427,Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72,Saber Interactive,M
12428,Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12429,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12430,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Slightly Mad Studios,E
12431,Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Ignition Entertainment,E
12432,Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,71,8,8.3,12,Tri-Ace,T
12433,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,Blue Fang Games,E
12434,Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,,,,
12435,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0,0,0,0.06,,,,,,
12436,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0,0,0.06,0,0.06,,,,,,
12437,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,42,17,5,4,Collision Studios,E10+
12438,Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06,55,11,tbd,,Presto Studios,E
12439,Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0,0.06,,,,,,
12440,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,71,24,tbd,,Harmonix Music Systems,E10+
12441,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,0.06,0,0.06,,,,,,
12442,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,60,8,tbd,,Hudson Entertainment,E
12443,Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06,48,13,tbd,,Collision Studios,E10+
12444,Jumble Madness,DS,2009,Puzzle,Destineer,0.06,0,0,0,0.06,,,tbd,,Anino Entertainment,E10+
12445,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.05,0,0,0,0.06,,,,,,
12446,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,,,
12447,Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0,0,0.06,0,0.06,,,,,,
12448,Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06,77,17,8.6,16,Tecmo,T
12449,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,73,35,7.8,24,Rocksteady Studios,M
12450,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Ubisoft Shanghai,T
12451,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0,0.05,0,0,0.06,,,,,,
12452,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12453,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,Prope,E
12454,Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06,59,15,8.5,31,Capcom,M
12455,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06,61,28,tbd,,Hudson,E
12456,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,0.05,0,0.06,,,,,,
12457,Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0,0.06,,,,,,
12458,Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,45,33,4.6,5,EA Games,T
12459,Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0,0,0,0.06,,,tbd,,,
12460,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0,0,0.06,,,tbd,,49Games,E
12461,Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,,,
12462,Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,505 Games,T
12463,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12464,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,Omega Force,T
12465,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,69,20,7.5,41,Gust,E10+
12466,Burning Rangers,SAT,1998,Platform,Sega,0,0,0.06,0,0.06,,,,,,
12467,Flip's Twisted World,Wii,,Platform,Unknown,0.05,0,0,0,0.06,47,7,tbd,,"Majesco Games, Majesco",E
12468,Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.06,74,33,2.9,431,Capcom,T
12469,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06,,,,,,
12470,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0,0,0.06,0,0.06,,,,,,
12471,Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0,0,0.06,0,0.06,,,tbd,,Omega Force,T
12472,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0,0,0.06,,,,,,
12473,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06,71,12,9,9,WinkySoft,E
12474,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06,27,4,tbd,,SingleTrac,E
12475,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12476,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,0.06,0,0.06,,,,,,
12477,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,Rainbow Studios,E
12478,Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,"Rebellion, Neversoft Entertainment",M
12479,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0,0,0.06,50,15,tbd,,Taniko,T
12480,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0,0,0.06,0,0.06,,,,,,
12481,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
12482,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,Exient Entertainment,E
12483,Mobile Ops: The One Year War,X360,,Simulation,Namco Bandai Games,0,0,0.06,0,0.06,,,,,"Dimps Corporation, Dream Execution",
12484,Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06,60,31,7.1,17,Bits Studios,M
12485,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,64,8,7.1,7,Ubisoft Montreal,M
12486,Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12487,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0,0,0.06,0,0.06,,,,,,
12488,Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,0.05,0,0,0,0.06,,,,,,
12489,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06,,,,,,
12490,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.05,0,0,0,0.06,74,6,8.2,5,SNK Playmore,T
12491,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,82,44,8.4,1088,GSC Game World,M
12492,Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,71,43,7.7,19,Shin'en,E
12493,Wantame Fortune Channel,DS,2007,Misc,Capcom,0,0,0.06,0,0.06,,,,,,
12494,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.05,0,0,0,0.06,,,,,,
12495,Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12496,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06,,,,,,
12497,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06,59,21,8.4,10,Adrenium,T
12498,Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,0.03,0.02,0,0,0.06,,,,,,
12499,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12500,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,71,4,7.2,9,Haemimont,T
12501,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,6.8,6,Powerhead Games,E
12502,Zero Divide,PS,1995,Fighting,Ocean,0.03,0.02,0,0,0.06,,,,,,
12503,FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.06,,,,,,
12504,Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06,67,13,tbd,,Cattle Call,T
12505,Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,39,HB Studios Multimedia,E
12506,Real Soccer 2009,DS,2008,Sports,Ubisoft,0.05,0,0,0,0.06,70,7,tbd,,Ubisoft,E
12507,Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,68,25,9.1,14,From Software,T
12508,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,88,16,7.8,5,"Z-Axis, Ltd.",T
12509,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,Clover Studio,T
12510,ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.06,,,,,,
12511,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,6.9,16,Hit Maker,E10+
12512,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.03,0,0.03,0.01,0.06,,,6.5,10,Design Factory,M
12513,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Silicon Knights,E10+
12514,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
12515,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,,,tbd,,HB Studios Multimedia,E
12516,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
12517,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0,0,0.06,,,tbd,,High Voltage Software,T
12518,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06,60,29,7.7,18,Idea Factory,T
12519,Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12520,SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12521,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06,,,,,,
12522,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06,73,28,8.4,11,Andamiro U.S.A. Corp.,T
12523,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0,0.06,,,tbd,,Crave,E
12524,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0,0,0.06,0,0.06,,,,,,
12525,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,TOYBOX,T
12526,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0,0,0.06,58,17,tbd,,Stealth Studios,T
12527,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,78,39,6.8,123,Evolution Studios,E
12528,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0,0,0.06,0,0.06,,,,,,
12529,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06,,,,,,
12530,Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0,0,0.06,70,13,tbd,,Midway,T
12531,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06,65,11,7.8,76,KnowWonder,E
12532,Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0,0,0.06,0,0.06,,,,,,
12533,Tom Clancy's Rainbow Six: Critical Hour,XB,,Shooter,Unknown,0.04,0.01,0,0,0.06,54,10,3.6,14,Ubisoft Quebec,M
12534,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0,0.06,,,,,,
12535,Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06,70,29,8.6,5,"Orbital Media, Inc.",E10+
12536,Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
12537,Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,65,26,7.4,1007,DONTNOD Entertainment,M
12538,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12539,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06,,,tbd,,TT Fusion,E10+
12540,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0,0,0.06,0,0.06,,,,,,
12541,Myst,SAT,1994,Adventure,Sunsoft,0,0,0.06,0,0.06,,,,,,
12542,Miracle Girls Festival,PSV,2015,Misc,Sega,0,0,0.06,0,0.06,,,,,,
12543,Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
12544,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06,,,,,,
12545,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0,0.05,0,0,0.06,,,tbd,,O-Games,E
12546,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
12547,Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0,0.06,68,13,tbd,,Zoonami Ltd.,E
12548,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0,0,0.05,0,0.06,,,,,,
12549,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,tbd,,Powerhead Games,E
12550,FIFA Soccer 06,DS,2005,Sports,Electronic Arts,0.05,0,0,0,0.06,,,,,,
12551,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,0.06,0,0.06,,,,,,
12552,Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12553,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06,67,11,tbd,,Visual Impact,E
12554,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0,0,0,0.06,,,tbd,,Destineer,E
12555,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,62,13,tbd,,Konami,E
12556,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12557,KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0,0,0.06,0,0.06,,,,,,
12558,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,0.05,0,0.01,0.06,,,,,,
12559,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06,34,4,tbd,,Revolution Software,E
12560,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0,0,0.05,0,0.06,,,,,,
12561,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,69,14,6.8,13,EA Sports,E
12562,Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.06,0,0.06,,,,,Aquria,
12563,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0,0,0.06,53,7,tbd,,Cave Barn,E
12564,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12565,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0,0,0,0.06,,,tbd,,Arc System Works,E
12566,Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06,,,3,4,EKO Software,E
12567,Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,0,0,0.06,0,0.06,,,,,,
12568,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.06,37,6,tbd,,Radius9,E
12569,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0,0,0,0.06,,,tbd,,Zig Zag,E
12570,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.06,0,0.06,,,tbd,,Omega Force,T
12571,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,"Eutechnyx, Deep Silver",M
12572,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,0.06,0,0.06,,,,,,
12573,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
12574,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06,50,6,tbd,,Artech Studios,T
12575,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0,0,0.06,0,0.06,,,,,,
12576,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01,0.06,,,,,,
12577,The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,76,20,8,236,Pandemic Studios,M
12578,Gunbird,SAT,1995,Shooter,Atlus,0,0,0.06,0,0.06,,,,,,
12579,Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0,0,0.06,0,0.06,,,,,,
12580,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06,52,23,6.1,7,Wideload Games Inc.,T
12581,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,Ubisoft Shanghai,M
12582,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06,76,11,tbd,,Alfa System,T
12583,Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580,Psyonix,E
12584,Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,0.06,,,,,,
12585,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.01,0,0.05,0,0.06,,,,,,
12586,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
12587,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06,60,10,tbd,,Amble,E10+
12588,Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06,,,,,,
12589,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0,0,0.06,0,0.06,,,,,,
12590,Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0,0,0.06,68,28,tbd,,Crystal Dynamics,T
12591,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Eden Studios,E
12592,Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
12593,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06,,,,,,
12594,Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,81,44,8.1,1026,EA DICE,T
12595,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Iron Lore Entertainment,T
12596,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,59,22,6.6,7,Hitmaker,E
12597,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0,0,0,0.06,59,5,tbd,,"Red Tribe, Brash Entertainment",E
12598,SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0,0,0.06,48,11,tbd,,Simon & Schuster,T
12599,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
12600,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01,0.06,53,8,tbd,,Artificial Mind and Movement,E
12601,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06,65,18,7.9,13,Ninja Studio,T
12602,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06,,,,,,
12603,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0,0,0.06,0,0.06,,,,,,
12604,Point Blank DS (US sales),DS,2006,Shooter,Atari,0.05,0,0,0,0.06,,,,,,
12605,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.05,0,0.01,0.06,,,tbd,,Giants Software,
12606,MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
12607,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06,63,39,7.3,519,Piranha Bytes,T
12608,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0,0.05,,,,,,
12609,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05,,,,,,
12610,Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0,0,0.05,0,0.05,,,,,,
12611,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0,0,0,0.05,42,5,tbd,,Slitherine,E10+
12612,7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0,0,0.05,35,17,5.2,74,The Fun Pimps Entertainment LLC,M
